geo_code,variable,value
H1X,average_age,40.9
H1X,median_income,56800.0
H1Y,population,29286.0
H1Y,average_age,41.0
H1Y,median_income,62400.0
H1Z,population,36487.0
H1Z,average_age,37.6
H1Z,median_income,56000.0
H2A,population,19454.0
H2A,average_age,40.2
H2A,median_income,55200.0
H2B,population,18049.0
H2B,average_age,41.7
H2B,median_income,58400.0
H2C,population,17976.0
H2C,average_age,43.8
H2C,median_income,65500.0
H2E,population,23507.0
H2E,average_age,39.1
H2E,median_income,55600.0
H2G,population,22115.0
H2G,average_age,39.2
H2G,median_income,60800.0
H2H,population,14728.0
H2H,average_age,37.2
H2H,median_income,66000.0
H2J,population,27028.0
H2J,average_age,37.0
H2J,median_income,70000.0
H2K,population,29084.0
H2K,average_age,38.4
H2K,median_income,54800.0
H2L,population,27057.0
H2L,average_age,41.4
H2L,median_income,57200.0
H2M,population,18468.0
H2M,average_age,42.7
H2M,median_income,70500.0
H2N,population,6442.0
H2N,average_age,40.1
H2N,median_income,63600.0
H2P,population,14388.0
H2P,average_age,37.6
H2P,median_income,68500.0
H2R,population,22987.0
H2R,average_age,38.6
H2R,median_income,66000.0
H2S,population,27217.0
H2S,average_age,37.9
H2S,median_income,65500.0
H2T,population,16297.0
H2T,average_age,38.9
H2T,median_income,67500.0
H2V,population,31998.0
H2V,average_age,37.3
H2V,median_income,90000.0
H2W,population,11508.0
H2W,average_age,37.4
H2W,median_income,56800.0
H2X,population,21548.0
H2X,average_age,39.2
H2X,median_income,40800.0
H2Y,population,3727.0
H2Y,average_age,45.8
H2Y,median_income,89000.0
H2Z,population,3757.0
H2Z,average_age,42.1
H2Z,median_income,60400.0
H3A,population,4360.0
H3A,average_age,35.8
H3A,median_income,36400.0
H3B,population,1900.0
H3B,average_age,34.0
H3B,median_income,49200.0
H3C,population,18583.0
H3C,average_age,36.4
H3C,median_income,84000.0
H3E,population,21565.0
H3E,average_age,45.6
H3E,median_income,93000.0
H3G,population,11424.0
H3G,average_age,39.4
H3G,median_income,49200.0
H3H,population,20690.0
H3H,average_age,37.1
H3H,median_income,40800.0
H3J,population,11915.0
H3J,average_age,40.0
H3J,median_income,69000.0
H3K,population,15275.0
H3K,average_age,38.7
H3K,median_income,64500.0
H3L,population,20996.0
H3L,average_age,40.1
H3L,median_income,63600.0
H3M,population,15840.0
H3M,average_age,44.8
H3M,median_income,65000.0
H3N,population,29080.0
H3N,average_age,39.2
H3N,median_income,48000.0
H3P,population,10172.0
H3P,average_age,41.8
H3P,median_income,136000.0
H3R,population,10108.0
H3R,average_age,41.9
H3R,median_income,123000.0
H3S,population,33618.0
H3S,average_age,37.4
H3S,median_income,54800.0
H3T,population,13009.0
H3T,average_age,37.3
H3T,median_income,47600.0
H3V,population,6732.0
H3V,average_age,42.5
H3V,median_income,50000.0
H3W,population,30766.0
H3W,average_age,39.9
H3W,median_income,61600.0
H3X,population,24214.0
H3X,average_age,41.6
H3X,median_income,75500.0
H3Y,population,9564.0
H3Y,average_age,42.8
H3Y,median_income,240000.0
H3Z,population,11544.0
H3Z,average_age,49.4
H3Z,median_income,79500.0
H4A,population,26362.0
H4A,average_age,40.4
H4A,median_income,78000.0
H4B,population,20937.0
H4B,average_age,40.7
H4B,median_income,51200.0
H4C,population,17301.0
H4C,average_age,38.7
H4C,median_income,64500.0
H4E,population,30154.0
H4E,average_age,41.1
H4E,median_income,59200.0
H4G,population,29860.0
H4G,average_age,39.5
H4G,median_income,61200.0
H4H,population,18936.0
H4H,average_age,41.3
H4H,median_income,71000.0
H4J,population,18075.0
H4J,average_age,38.9
H4J,median_income,58000.0
H4K,population,11319.0
H4K,average_age,43.9
H4K,median_income,90000.0
H4L,population,36216.0
H4L,average_age,40.9
H4L,median_income,67500.0
H4M,population,12466.0
H4M,average_age,39.8
H4M,median_income,85000.0
H4N,population,30199.0
H4N,average_age,38.1
H4N,median_income,61600.0
H4P,population,9106.0
H4P,average_age,36.4
H4P,median_income,65500.0
H4R,population,31132.0
H4R,average_age,39.3
H4R,median_income,89000.0
H4S,population,567.0
H4S,average_age,39.5
H4S,median_income,106000.0
H4T,population,0.0
H4T,average_age,
H4T,median_income,
H4V,population,20701.0
H4V,average_age,42.3
H4V,median_income,59600.0
H4W,population,26359.0
H4W,average_age,44.2
H4W,median_income,75500.0
H4X,population,6467.0
H4X,average_age,41.2
H4X,median_income,105000.0
H7A,population,21639.0
H7A,average_age,38.7
H7A,median_income,101000.0
H7B,population,2957.0
H7B,average_age,42.2
H7B,median_income,98000.0
H7C,population,8816.0
H7C,average_age,42.8
H7C,median_income,72000.0
H7E,population,26590.0
H7E,average_age,42.4
H7E,median_income,100000.0
H7G,population,22054.0
H7G,average_age,43.8
H7G,median_income,72000.0
H7H,population,13865.0
H7H,average_age,38.7
H7H,median_income,103000.0
H7J,population,2161.0
H7J,average_age,44.5
H7J,median_income,95000.0
H7K,population,22475.0
H7K,average_age,41.4
H7K,median_income,104000.0
H7L,population,37893.0
H7L,average_age,39.3
H7L,median_income,107000.0
H7M,population,27729.0
H7M,average_age,45.0
H7M,median_income,86000.0
H7N,population,44641.0
H7N,average_age,42.2
H7N,median_income,65000.0
H7P,population,37456.0
H7P,average_age,41.8
H7P,median_income,92000.0
H7R,population,31001.0
H7R,average_age,40.9
H7R,median_income,94000.0
H7S,population,7752.0
H7S,average_age,41.5
H7S,median_income,69000.0
H7T,population,28213.0
H7T,average_age,43.6
H7T,median_income,81000.0
H7V,population,23242.0
H7V,average_age,44.3
H7V,median_income,56000.0
H7W,population,42580.0
H7W,average_age,44.7
H7W,median_income,71000.0
H7X,population,27332.0
H7X,average_age,40.2
H7X,median_income,107000.0
H7Y,population,9978.0
H7Y,average_age,37.8
H7Y,median_income,129000.0
H8N,population,33207.0
H8N,average_age,42.6
H8N,median_income,65000.0
H8P,population,22980.0
H8P,average_age,44.7
H8P,median_income,65000.0
H8R,population,31491.0
H8R,average_age,40.0
H8R,median_income,62000.0
H8S,population,25686.0
H8S,average_age,42.3
H8S,median_income,60400.0
H8T,population,15270.0
H8T,average_age,42.9
H8T,median_income,79000.0
H8Y,population,19915.0
H8Y,average_age,39.7
H8Y,median_income,75500.0
H8Z,population,15127.0
H8Z,average_age,42.5
H8Z,median_income,85000.0
H9A,population,15267.0
H9A,average_age,41.2
H9A,median_income,108000.0
H9B,population,21104.0
H9B,average_age,42.5
H9B,median_income,87000.0
H9C,population,11725.0
H9C,average_age,42.1
H9C,median_income,116000.0
H9E,population,3190.0
H9E,average_age,41.9
H9E,median_income,103000.0
H9G,population,15346.0
H9G,average_age,43.7
H9G,median_income,94000.0
H9H,population,25097.0
H9H,average_age,43.8
H9H,median_income,87000.0
H9J,population,21393.0
H9J,average_age,41.7
H9J,median_income,109000.0
H9K,population,8898.0
H9K,average_age,39.8
H9K,median_income,113000.0
H9P,population,3836.0
H9P,average_age,42.6
H9P,median_income,89000.0
H9R,population,26002.0
H9R,average_age,46.4
H9R,median_income,93000.0
H9S,population,22984.0
H9S,average_age,46.3
H9S,median_income,79500.0
H9W,population,19277.0
H9W,average_age,42.3
H9W,median_income,138000.0
H9X,population,9744.0
H9X,average_age,45.7
H9X,median_income,104000.0
J0A,population,19149.0
J0A,average_age,43.0
J0A,median_income,69000.0
J0B,population,65700.0
J0B,average_age,44.1
J0B,median_income,71000.0
J0C,population,23445.0
J0C,average_age,41.5
J0C,median_income,71500.0
J0E,population,51896.0
J0E,average_age,45.7
J0E,median_income,74000.0
J0G,population,18624.0
J0G,average_age,45.2
J0G,median_income,66000.0
J0H,population,52946.0
J0H,average_age,41.3
J0H,median_income,75000.0
J0J,population,42141.0
J0J,average_age,43.3
J0J,median_income,77000.0
J0K,population,149238.0
J0K,average_age,45.1
J0K,median_income,65000.0
J0L,population,83316.0
J0L,average_age,40.1
J0L,median_income,86000.0
J0M,population,25104.0
J0M,average_age,28.5
J0M,median_income,102000.0
J0N,population,52112.0
J0N,average_age,39.3
J0N,median_income,88000.0
J0P,population,42965.0
J0P,average_age,42.7
J0P,median_income,86000.0
J0R,population,39041.0
J0R,average_age,47.6
J0R,median_income,84000.0
J0S,population,34124.0
J0S,average_age,43.8
J0S,median_income,70000.0
J0T,population,51466.0
J0T,average_age,50.0
J0T,median_income,62400.0
J0V,population,27294.0
J0V,average_age,48.3
J0V,median_income,63600.0
J0W,population,16608.0
J0W,average_age,50.2
J0W,median_income,57200.0
J0X,population,48487.0
J0X,average_age,46.0
J0X,median_income,69000.0
J0Y,population,29035.0
J0Y,average_age,41.0
J0Y,median_income,79500.0
J0Z,population,34456.0
J0Z,average_age,42.9
J0Z,median_income,73500.0
J1A,population,9132.0
J1A,average_age,45.3
J1A,median_income,62400.0
J1C,population,6841.0
J1C,average_age,42.7
J1C,median_income,81000.0
J1E,population,25866.0
J1E,average_age,40.9
J1E,median_income,54000.0
J1G,population,19632.0
J1G,average_age,45.4
J1G,median_income,60000.0
J1H,population,29653.0
J1H,average_age,39.8
J1H,median_income,45600.0
J1J,population,15452.0
J1J,average_age,48.7
J1J,median_income,65500.0
J1K,population,7435.0
J1K,average_age,39.2
J1K,median_income,56400.0
J1L,population,16036.0
J1L,average_age,49.4
J1L,median_income,58800.0
J1M,population,5923.0
J1M,average_age,42.3
J1M,median_income,60400.0
J1N,population,35087.0
J1N,average_age,39.2
J1N,median_income,87000.0
J1R,population,10960.0
J1R,average_age,38.0
J1R,median_income,95000.0
J1S,population,7862.0
J1S,average_age,43.4
J1S,median_income,67000.0
J1T,population,7993.0
J1T,average_age,49.7
J1T,median_income,50000.0
J1X,population,33945.0
J1X,average_age,49.0
J1X,median_income,67000.0
J1Z,population,5742.0
J1Z,average_age,38.2
J1Z,median_income,82000.0
J2A,population,12264.0
J2A,average_age,39.1
J2A,median_income,80000.0
J2B,population,33110.0
J2B,average_age,42.0
J2B,median_income,58800.0
J2C,population,29991.0
J2C,average_age,48.9
J2C,median_income,56800.0
J2E,population,4454.0
J2E,average_age,41.1
J2E,median_income,68500.0
J2G,population,28297.0
J2G,average_age,48.5
J2G,median_income,49200.0
J2H,population,22474.0
J2H,average_age,42.8
J2H,median_income,89000.0
J2J,population,18341.0
J2J,average_age,44.6
J2J,median_income,64000.0
J2K,population,18291.0
J2K,average_age,46.0
J2K,median_income,61600.0
J2L,population,11381.0
J2L,average_age,44.6
J2L,median_income,100000.0
J2M,population,7238.0
J2M,average_age,43.6
J2M,median_income,97000.0
J2N,population,10149.0
J2N,average_age,41.2
J2N,median_income,68000.0
J2R,population,10383.0
J2R,average_age,43.5
J2R,median_income,81000.0
J2S,population,29943.0
J2S,average_age,46.7
J2S,median_income,53200.0
J2T,population,17072.0
J2T,average_age,44.8
J2T,median_income,68000.0
J2W,population,28762.0
J2W,average_age,40.6
J2W,median_income,102000.0
J2X,population,20485.0
J2X,average_age,42.0
J2X,median_income,78500.0
J2Y,population,5576.0
J2Y,average_age,41.9
J2Y,median_income,98000.0
J3A,population,9136.0
J3A,average_age,55.2
J3A,median_income,45200.0
J3B,population,33908.0
J3B,average_age,42.7
J3B,median_income,66000.0
J3E,population,30045.0
J3E,average_age,41.9
J3E,median_income,107000.0
J3G,population,33664.0
J3G,average_age,42.3
J3G,median_income,91000.0
J3H,population,26673.0
J3H,average_age,43.1
J3H,median_income,104000.0
J3L,population,53680.0
J3L,average_age,39.6
J3L,median_income,100000.0
J3M,population,11345.0
J3M,average_age,40.2
J3M,median_income,78000.0
J3N,population,17053.0
J3N,average_age,39.6
J3N,median_income,107000.0
J3P,population,25025.0
J3P,average_age,49.4
J3P,median_income,60000.0
J3R,population,14452.0
J3R,average_age,47.5
J3R,median_income,62000.0
J3T,population,8620.0
J3T,average_age,48.7
J3T,median_income,66000.0
J3V,population,26050.0
J3V,average_age,44.0
J3V,median_income,115000.0
J3X,population,21198.0
J3X,average_age,41.0
J3X,median_income,103000.0
J3Y,population,66364.0
J3Y,average_age,41.5
J3Y,median_income,86000.0
J3Z,population,5774.0
J3Z,average_age,38.2
J3Z,median_income,131000.0
J4B,population,41743.0
J4B,average_age,45.4
J4B,median_income,110000.0
J4G,population,10010.0
J4G,average_age,43.9
J4G,median_income,79500.0
J4H,population,15593.0
J4H,average_age,46.4
J4H,median_income,62400.0
J4J,population,31102.0
J4J,average_age,40.2
J4J,median_income,58400.0
J4K,population,27024.0
J4K,average_age,39.7
J4K,median_income,58400.0
J4L,population,31866.0
J4L,average_age,40.7
J4L,median_income,65000.0
J4M,population,13149.0
J4M,average_age,41.4
J4M,median_income,104000.0
J4N,population,11382.0
J4N,average_age,51.3
J4N,median_income,87000.0
J4P,population,11249.0
J4P,average_age,46.6
J4P,median_income,75500.0
J4R,population,10674.0
J4R,average_age,44.9
J4R,median_income,73500.0
J4S,population,6303.0
J4S,average_age,45.9
J4S,median_income,84000.0
J4T,population,19718.0
J4T,average_age,39.8
J4T,median_income,66000.0
J4V,population,17033.0
J4V,average_age,43.1
J4V,median_income,73000.0
J4W,population,18191.0
J4W,average_age,43.4
J4W,median_income,76500.0
J4X,population,19192.0
J4X,average_age,49.3
J4X,median_income,93000.0
J4Y,population,25459.0
J4Y,average_age,41.3
J4Y,median_income,91000.0
J4Z,population,28686.0
J4Z,average_age,39.4
J4Z,median_income,79000.0
J5A,population,29922.0
J5A,average_age,39.0
J5A,median_income,101000.0
J5B,population,8319.0
J5B,average_age,41.2
J5B,median_income,87000.0
J5C,population,17347.0
J5C,average_age,42.5
J5C,median_income,89000.0
J5J,population,18080.0
J5J,average_age,37.5
J5J,median_income,84000.0
J5K,population,17740.0
J5K,average_age,37.0
J5K,median_income,100000.0
J5L,population,22965.0
J5L,average_age,39.3
J5L,median_income,88000.0
J5M,population,24005.0
J5M,average_age,36.3
J5M,median_income,78500.0
J5N,population,169.0
J5N,average_age,34.0
J5N,median_income,
J5R,population,49403.0
J5R,average_age,40.9
J5R,median_income,100000.0
J5T,population,14425.0
J5T,average_age,40.4
J5T,median_income,82000.0
J5V,population,7340.0
J5V,average_age,52.4
J5V,median_income,47600.0
J5W,population,26780.0
J5W,average_age,40.1
J5W,median_income,86000.0
J5X,population,8892.0
J5X,average_age,39.1
J5X,median_income,79000.0
J5Y,population,30084.0
J5Y,average_age,39.8
J5Y,median_income,103000.0
J5Z,population,28005.0
J5Z,average_age,41.8
J5Z,median_income,86000.0
J6A,population,34313.0
J6A,average_age,46.5
J6A,median_income,81000.0
J6E,population,46434.0
J6E,average_age,48.0
J6E,median_income,58800.0
J6J,population,24855.0
J6J,average_age,41.9
J6J,median_income,76000.0
J6K,population,25960.0
J6K,average_age,42.1
J6K,median_income,82000.0
J6N,population,16014.0
J6N,average_age,43.2
J6N,median_income,72500.0
J6R,population,14626.0
J6R,average_age,38.1
J6R,median_income,100000.0
J6S,population,24765.0
J6S,average_age,46.2
J6S,median_income,64000.0
J6T,population,18022.0
J6T,average_age,44.5
J6T,median_income,59600.0
J6V,population,14621.0
J6V,average_age,42.1
J6V,median_income,105000.0
J6W,population,32422.0
J6W,average_age,41.5
J6W,median_income,83000.0
J6X,population,25257.0
J6X,average_age,42.3
J6X,median_income,95000.0
J6Y,population,22926.0
J6Y,average_age,36.7
J6Y,median_income,112000.0
J6Z,population,19627.0
J6Z,average_age,40.5
J6Z,median_income,101000.0
J7A,population,14187.0
J7A,average_age,42.9
J7A,median_income,120000.0
J7B,population,13068.0
J7B,average_age,39.6
J7B,median_income,145000.0
J7C,population,46679.0
J7C,average_age,40.2
J7C,median_income,98000.0
J7E,population,29356.0
J7E,average_age,44.4
J7E,median_income,65500.0
J7G,population,17310.0
J7G,average_age,41.1
J7G,median_income,88000.0
J7H,population,8185.0
J7H,average_age,41.9
J7H,median_income,85000.0
J7J,population,27644.0
J7J,average_age,38.8
J7J,median_income,91000.0
J7K,population,36960.0
J7K,average_age,39.8
J7K,median_income,90000.0
J7L,population,14223.0
J7L,average_age,40.2
J7L,median_income,99000.0
J7M,population,24708.0
J7M,average_age,36.5
J7M,median_income,91000.0
J7N,population,33449.0
J7N,average_age,36.6
J7N,median_income,89000.0
J7P,population,25226.0
J7P,average_age,43.1
J7P,median_income,77000.0
J7R,population,37992.0
J7R,average_age,42.6
J7R,median_income,85000.0
J7T,population,29584.0
J7T,average_age,39.1
J7T,median_income,115000.0
J7V,population,69657.0
J7V,average_age,40.8
J7V,median_income,91000.0
J7W,population,14751.0
J7W,average_age,40.8
J7W,median_income,95000.0
J7X,population,5643.0
J7X,average_age,38.8
J7X,median_income,79500.0
J7Y,population,27006.0
J7Y,average_age,46.6
J7Y,median_income,56800.0
J7Z,population,30230.0
J7Z,average_age,46.0
J7Z,median_income,54800.0
J8A,population,10669.0
J8A,average_age,42.2
J8A,median_income,84000.0
J8B,population,14012.0
J8B,average_age,48.4
J8B,median_income,69000.0
J8C,population,11667.0
J8C,average_age,49.5
J8C,median_income,59200.0
J8E,population,11046.0
J8E,average_age,48.8
J8E,median_income,68000.0
J8G,population,8209.0
J8G,average_age,46.3
J8G,median_income,64500.0
J8H,population,15142.0
J8H,average_age,47.6
J8H,median_income,57200.0
J8L,population,20056.0
J8L,average_age,42.3
J8L,median_income,79500.0
J8M,population,13157.0
J8M,average_age,36.9
J8M,median_income,91000.0
J8N,population,13833.0
J8N,average_age,40.0
J8N,median_income,100000.0
J8P,population,35320.0
J8P,average_age,41.0
J8P,median_income,74500.0
J8R,population,28947.0
J8R,average_age,37.7
J8R,median_income,107000.0
J8T,population,37832.0
J8T,average_age,45.1
J8T,median_income,71000.0
J8V,population,27274.0
J8V,average_age,39.8
J8V,median_income,122000.0
J8X,population,11782.0
J8X,average_age,44.3
J8X,median_income,53600.0
J8Y,population,23803.0
J8Y,average_age,43.3
J8Y,median_income,58800.0
J8Z,population,14814.0
J8Z,average_age,40.9
J8Z,median_income,69000.0
J9A,population,22508.0
J9A,average_age,38.6
J9A,median_income,92000.0
J9B,population,7999.0
J9B,average_age,40.5
J9B,median_income,146000.0
J9E,population,7664.0
J9E,average_age,47.1
J9E,median_income,52800.0
J9H,population,32921.0
J9H,average_age,40.7
J9H,median_income,89000.0
J9J,population,41342.0
J9J,average_age,34.2
J9J,median_income,108000.0
J9L,population,14164.0
J9L,average_age,46.1
J9L,median_income,57600.0
J9P,population,33008.0
J9P,average_age,42.3
J9P,median_income,75500.0
J9T,population,13221.0
J9T,average_age,43.1
J9T,median_income,71500.0
J9V,population,3409.0
J9V,average_age,47.8
J9V,median_income,63600.0
J9X,population,22993.0
J9X,average_age,44.4
J9X,median_income,61200.0
J9Y,population,10755.0
J9Y,average_age,38.3
J9Y,median_income,110000.0
J9Z,population,7411.0
J9Z,average_age,47.1
J9Z,median_income,60000.0
K0A,population,111626.0
K0A,average_age,42.1
K0A,median_income,115000.0
K0B,population,21020.0
K0B,average_age,46.1
K0B,median_income,79000.0
K0C,population,52838.0
K0C,average_age,45.1
K0C,median_income,84000.0
K0E,population,39649.0
K0E,average_age,45.8
K0E,median_income,83000.0
K0G,population,39862.0
K0G,average_age,46.0
K0G,median_income,94000.0
K0H,population,47286.0
K0H,average_age,46.7
K0H,median_income,92000.0
K0J,population,34322.0
K0J,average_age,47.3
K0J,median_income,76000.0
K0K,population,115850.0
K0K,average_age,46.6
K0K,median_income,83000.0
K0L,population,78142.0
K0L,average_age,48.2
K0L,median_income,79000.0
K0M,population,53815.0
K0M,average_age,50.4
K0M,median_income,80000.0
K1A,population,594.0
K1A,average_age,65.0
K1A,median_income,73500.0
K1B,population,17769.0
K1B,average_age,41.5
K1B,median_income,96000.0
K1C,population,37235.0
K1C,average_age,44.2
K1C,median_income,117000.0
K1E,population,14508.0
K1E,average_age,44.7
K1E,median_income,110000.0
K1G,population,35074.0
K1G,average_age,41.6
K1G,median_income,83000.0
K1H,population,16306.0
K1H,average_age,43.7
K1H,median_income,103000.0
K1J,population,28268.0
K1J,average_age,42.0
K1J,median_income,94000.0
K1K,population,32046.0
K1K,average_age,42.9
K1K,median_income,73500.0
K1L,population,18213.0
K1L,average_age,43.2
K1L,median_income,63200.0
K1M,population,6764.0
K1M,average_age,47.8
K1M,median_income,128000.0
K1N,population,26639.0
K1N,average_age,39.7
K1N,median_income,64000.0
K1P,population,645.0
K1P,average_age,35.6
K1P,median_income,87000.0
K1R,population,20343.0
K1R,average_age,40.3
K1R,median_income,74000.0
K1S,population,31257.0
K1S,average_age,41.3
K1S,median_income,106000.0
K1T,population,40054.0
K1T,average_age,37.1
K1T,median_income,107000.0
K1V,population,57157.0
K1V,average_age,39.5
K1V,median_income,93000.0
K1W,population,13825.0
K1W,average_age,37.6
K1W,median_income,141000.0
K1X,population,4594.0
K1X,average_age,34.8
K1X,median_income,133000.0
K1Y,population,20712.0
K1Y,average_age,41.5
K1Y,median_income,99000.0
K1Z,population,22714.0
K1Z,average_age,40.1
K1Z,median_income,77000.0
K2A,population,17156.0
K2A,average_age,45.5
K2A,median_income,105000.0
K2B,population,33254.0
K2B,average_age,42.2
K2B,median_income,72000.0
K2C,population,29359.0
K2C,average_age,41.5
K2C,median_income,86000.0
K2E,population,20172.0
K2E,average_age,42.7
K2E,median_income,89000.0
K2G,population,50692.0
K2G,average_age,40.6
K2G,median_income,114000.0
K2H,population,26759.0
K2H,average_age,45.3
K2H,median_income,100000.0
K2J,population,81863.0
K2J,average_age,36.7
K2J,median_income,122000.0
K2K,population,24922.0
K2K,average_age,43.5
K2K,median_income,116000.0
K2L,population,18739.0
K2L,average_age,42.6
K2L,median_income,106000.0
K2M,population,28708.0
K2M,average_age,38.1
K2M,median_income,133000.0
K2P,population,18825.0
K2P,average_age,40.3
K2P,median_income,66500.0
K2R,population,1237.0
K2R,average_age,45.2
K2R,median_income,164000.0
K2S,population,38903.0
K2S,average_age,39.2
K2S,median_income,137000.0
K2T,population,11871.0
K2T,average_age,37.5
K2T,median_income,141000.0
K2V,population,10486.0
K2V,average_age,32.2
K2V,median_income,128000.0
K2W,population,8553.0
K2W,average_age,36.9
K2W,median_income,159000.0
K4A,population,62125.0
K4A,average_age,37.9
K4A,median_income,128000.0
K4B,population,4704.0
K4B,average_age,43.3
K4B,median_income,129000.0
K4C,population,4538.0
K4C,average_age,45.1
K4C,median_income,143000.0
K4K,population,16958.0
K4K,average_age,42.6
K4K,median_income,104000.0
K4M,population,14380.0
K4M,average_age,41.9
K4M,median_income,146000.0
K4P,population,10448.0
K4P,average_age,41.2
K4P,median_income,155000.0
K4R,population,8740.0
K4R,average_age,39.5
K4R,median_income,127000.0
K6A,population,12529.0
K6A,average_age,49.4
K6A,median_income,58000.0
K6H,population,30440.0
K6H,average_age,44.7
K6H,median_income,61200.0
K6J,population,17827.0
K6J,average_age,45.5
K6J,median_income,60400.0
K6K,population,3452.0
K6K,average_age,43.4
K6K,median_income,83000.0
K6T,population,690.0
K6T,average_age,45.4
K6T,median_income,108000.0
K6V,population,28174.0
K6V,average_age,48.3
K6V,median_income,68500.0
K7A,population,17575.0
K7A,average_age,44.6
K7A,median_income,74500.0
K7C,population,20382.0
K7C,average_age,42.8
K7C,median_income,99000.0
K7G,population,8740.0
K7G,average_age,49.5
K7G,median_income,77500.0
K7H,population,16175.0
K7H,average_age,50.0
K7H,median_income,82000.0
K7K,population,33705.0
K7K,average_age,40.2
K7K,median_income,67000.0
K7L,population,19621.0
K7L,average_age,43.3
K7L,median_income,72500.0
K7M,population,49268.0
K7M,average_age,44.8
K7M,median_income,77500.0
K7N,population,8395.0
K7N,average_age,41.5
K7N,median_income,91000.0
K7P,population,24660.0
K7P,average_age,41.1
K7P,median_income,105000.0
K7R,population,15480.0
K7R,average_age,47.5
K7R,median_income,77000.0
K7S,population,14265.0
K7S,average_age,45.6
K7S,median_income,83000.0
K7V,population,13943.0
K7V,average_age,47.7
K7V,median_income,70000.0
K8A,population,26392.0
K8A,average_age,44.6
K8A,median_income,75000.0
K8B,population,490.0
K8B,average_age,40.0
K8B,median_income,136000.0
K8H,population,16188.0
K8H,average_age,33.1
K8H,median_income,102000.0
K8N,population,30393.0
K8N,average_age,45.6
K8N,median_income,79000.0
K8P,population,23166.0
K8P,average_age,44.6
K8P,median_income,64500.0
K8R,population,2012.0
K8R,average_age,42.8
K8R,median_income,97000.0
K8V,population,28936.0
K8V,average_age,43.3
K8V,median_income,76500.0
K9A,population,26757.0
K9A,average_age,48.9
K9A,median_income,82000.0
K9H,population,29704.0
K9H,average_age,43.9
K9H,median_income,64000.0
K9J,population,44547.0
K9J,average_age,44.1
K9J,median_income,72500.0
K9K,population,13359.0
K9K,average_age,45.7
K9K,median_income,98000.0
K9L,population,7813.0
K9L,average_age,43.4
K9L,median_income,94000.0
K9V,population,29369.0
K9V,average_age,47.0
K9V,median_income,72500.0
L0A,population,15325.0
L0A,average_age,42.4
L0A,median_income,114000.0
L0B,population,15501.0
L0B,average_age,43.8
L0B,median_income,111000.0
L0C,population,9486.0
L0C,average_age,42.8
L0C,median_income,117000.0
L0E,population,21898.0
L0E,average_age,44.2
L0E,median_income,90000.0
L0G,population,44945.0
L0G,average_age,40.9
L0G,median_income,118000.0
L0H,population,1223.0
L0H,average_age,45.3
L0H,median_income,118000.0
L0J,population,4945.0
L0J,average_age,42.8
L0J,median_income,198000.0
L0K,population,38386.0
L0K,average_age,46.5
L0K,median_income,88000.0
L0L,population,42022.0
L0L,average_age,43.8
L0L,median_income,106000.0
L0M,population,37226.0
L0M,average_age,39.7
L0M,median_income,103000.0
L0N,population,2395.0
L0N,average_age,44.1
L0N,median_income,118000.0
L0P,population,7779.0
L0P,average_age,44.3
L0P,median_income,135000.0
L0R,population,83602.0
L0R,average_age,40.5
L0R,median_income,110000.0
L0S,population,60409.0
L0S,average_age,48.3
L0S,median_income,95000.0
L1A,population,15845.0
L1A,average_age,47.6
L1A,median_income,86000.0
L1B,population,13203.0
L1B,average_age,44.4
L1B,median_income,101000.0
L1C,population,50217.0
L1C,average_age,38.0
L1C,median_income,109000.0
L1E,population,28325.0
L1E,average_age,38.8
L1E,median_income,123000.0
L1G,population,43497.0
L1G,average_age,43.8
L1G,median_income,75500.0
L1H,population,32298.0
L1H,average_age,42.0
L1H,median_income,73500.0
L1J,population,43107.0
L1J,average_age,41.3
L1J,median_income,78000.0
L1K,population,43574.0
L1K,average_age,37.3
L1K,median_income,119000.0
L1L,population,12976.0
L1L,average_age,32.1
L1L,median_income,112000.0
L1M,population,22542.0
L1M,average_age,35.9
L1M,median_income,154000.0
L1N,population,49649.0
L1N,average_age,43.1
L1N,median_income,100000.0
L1P,population,22928.0
L1P,average_age,35.9
L1P,median_income,132000.0
L1R,population,42221.0
L1R,average_age,39.0
L1R,median_income,135000.0
L1S,population,42045.0
L1S,average_age,42.0
L1S,median_income,100000.0
L1T,population,52632.0
L1T,average_age,38.3
L1T,median_income,130000.0
L1V,population,52787.0
L1V,average_age,41.7
L1V,median_income,118000.0
L1W,population,18433.0
L1W,average_age,42.8
L1W,median_income,106000.0
L1X,population,24639.0
L1X,average_age,37.2
L1X,median_income,129000.0
L1Y,population,1976.0
L1Y,average_age,43.8
L1Y,median_income,133000.0
L1Z,population,31989.0
L1Z,average_age,34.6
L1Z,median_income,134000.0
L2A,population,17293.0
L2A,average_age,45.9
L2A,median_income,72500.0
L2E,population,18587.0
L2E,average_age,45.4
L2E,median_income,60800.0
L2G,population,30344.0
L2G,average_age,44.1
L2G,median_income,69000.0
L2H,population,29820.0
L2H,average_age,41.0
L2H,median_income,91000.0
L2J,population,14908.0
L2J,average_age,46.9
L2J,median_income,81000.0
L2M,population,33704.0
L2M,average_age,44.9
L2M,median_income,72000.0
L2N,population,30719.0
L2N,average_age,49.0
L2N,median_income,78500.0
L2P,population,15128.0
L2P,average_age,41.4
L2P,median_income,71000.0
L2R,population,25558.0
L2R,average_age,41.8
L2R,median_income,61200.0
L2S,population,19400.0
L2S,average_age,42.0
