geo_code,variable,value
L2S,median_income,82000.0
L2T,population,11401.0
L2T,average_age,43.8
L2T,median_income,74500.0
L2V,population,19795.0
L2V,average_age,39.8
L2V,median_income,80000.0
L2W,population,1959.0
L2W,average_age,40.4
L2W,median_income,110000.0
L3B,population,25869.0
L3B,average_age,43.0
L3B,median_income,66500.0
L3C,population,33462.0
L3C,average_age,44.4
L3C,median_income,78500.0
L3K,population,19458.0
L3K,average_age,47.3
L3K,median_income,70000.0
L3L,population,879.0
L3L,average_age,49.4
L3L,median_income,162000.0
L3M,population,28433.0
L3M,average_age,43.5
L3M,median_income,104000.0
L3P,population,37336.0
L3P,average_age,44.5
L3P,median_income,115000.0
L3R,population,62060.0
L3R,average_age,44.8
L3R,median_income,93000.0
L3S,population,55403.0
L3S,average_age,40.7
L3S,median_income,106000.0
L3T,population,50405.0
L3T,average_age,45.5
L3T,median_income,95000.0
L3V,population,48651.0
L3V,average_age,45.6
L3V,median_income,77500.0
L3X,population,45284.0
L3X,average_age,37.8
L3X,median_income,129000.0
L3Y,population,43556.0
L3Y,average_age,44.4
L3Y,median_income,93000.0
L3Z,population,41072.0
L3Z,average_age,37.4
L3Z,median_income,114000.0
L4A,population,50389.0
L4A,average_age,40.9
L4A,median_income,122000.0
L4B,population,36080.0
L4B,average_age,44.0
L4B,median_income,97000.0
L4C,population,74636.0
L4C,average_age,44.5
L4C,median_income,86000.0
L4E,population,54606.0
L4E,average_age,38.4
L4E,median_income,127000.0
L4G,population,62061.0
L4G,average_age,40.9
L4G,median_income,119000.0
L4H,population,77353.0
L4H,average_age,36.8
L4H,median_income,144000.0
L4J,population,75120.0
L4J,average_age,43.6
L4J,median_income,115000.0
L4K,population,20172.0
L4K,average_age,40.4
L4K,median_income,92000.0
L4L,population,55426.0
L4L,average_age,46.1
L4L,median_income,110000.0
L4M,population,46902.0
L4M,average_age,40.2
L4M,median_income,87000.0
L4N,population,100835.0
L4N,average_age,40.3
L4N,median_income,97000.0
L4P,population,29861.0
L4P,average_age,40.3
L4P,median_income,102000.0
L4R,population,19245.0
L4R,average_age,47.2
L4R,median_income,70500.0
L4S,population,36688.0
L4S,average_age,41.2
L4S,median_income,119000.0
L4T,population,38182.0
L4T,average_age,38.2
L4T,median_income,84000.0
L4V,population,5.0
L4V,average_age,
L4V,median_income,
L4W,population,19744.0
L4W,average_age,46.9
L4W,median_income,105000.0
L4X,population,18719.0
L4X,average_age,41.0
L4X,median_income,81000.0
L4Y,population,23490.0
L4Y,average_age,44.1
L4Y,median_income,89000.0
L4Z,population,37218.0
L4Z,average_age,41.0
L4Z,median_income,100000.0
L5A,population,47406.0
L5A,average_age,41.8
L5A,median_income,80000.0
L5B,population,67131.0
L5B,average_age,40.0
L5B,median_income,79000.0
L5C,population,29284.0
L5C,average_age,42.4
L5C,median_income,102000.0
L5E,population,12972.0
L5E,average_age,44.0
L5E,median_income,98000.0
L5G,population,20714.0
L5G,average_age,43.7
L5G,median_income,95000.0
L5H,population,17409.0
L5H,average_age,43.5
L5H,median_income,139000.0
L5J,population,28208.0
L5J,average_age,43.0
L5J,median_income,107000.0
L5K,population,13363.0
L5K,average_age,41.9
L5K,median_income,102000.0
L5L,population,43585.0
L5L,average_age,43.2
L5L,median_income,110000.0
L5M,population,106468.0
L5M,average_age,39.6
L5M,median_income,118000.0
L5N,population,83700.0
L5N,average_age,39.7
L5N,median_income,123000.0
L5R,population,37022.0
L5R,average_age,42.5
L5R,median_income,99000.0
L5S,population,27.0
L5S,average_age,
L5S,median_income,
L5T,population,19.0
L5T,average_age,
L5T,median_income,
L5V,population,49149.0
L5V,average_age,40.2
L5V,median_income,126000.0
L5W,population,24145.0
L5W,average_age,37.8
L5W,median_income,142000.0
L6A,population,89287.0
L6A,average_age,38.7
L6A,median_income,133000.0
L6B,population,34763.0
L6B,average_age,36.7
L6B,median_income,121000.0
L6C,population,51738.0
L6C,average_age,39.8
L6C,median_income,118000.0
L6E,population,38387.0
L6E,average_age,38.8
L6E,median_income,115000.0
L6G,population,8364.0
L6G,average_age,39.6
L6G,median_income,61200.0
L6H,population,72662.0
L6H,average_age,39.6
L6H,median_income,123000.0
L6J,population,24420.0
L6J,average_age,43.4
L6J,median_income,158000.0
L6K,population,14118.0
L6K,average_age,44.2
L6K,median_income,83000.0
L6L,population,30012.0
L6L,average_age,44.7
L6L,median_income,122000.0
L6M,population,72547.0
L6M,average_age,37.6
L6M,median_income,143000.0
L6P,population,91155.0
L6P,average_age,37.3
L6P,median_income,134000.0
L6R,population,93783.0
L6R,average_age,36.9
L6R,median_income,116000.0
L6S,population,54361.0
L6S,average_age,40.1
L6S,median_income,105000.0
L6T,population,39614.0
L6T,average_age,39.0
L6T,median_income,83000.0
L6V,population,42392.0
L6V,average_age,38.9
L6V,median_income,93000.0
L6W,population,23547.0
L6W,average_age,41.4
L6W,median_income,87000.0
L6X,population,76113.0
L6X,average_age,36.7
L6X,median_income,116000.0
L6Y,population,97601.0
L6Y,average_age,38.0
L6Y,median_income,106000.0
L6Z,population,33888.0
L6Z,average_age,39.5
L6Z,median_income,119000.0
L7A,population,104009.0
L7A,average_age,34.0
L7A,median_income,124000.0
L7B,population,17809.0
L7B,average_age,40.1
L7B,median_income,154000.0
L7C,population,33846.0
L7C,average_age,38.2
L7C,median_income,134000.0
L7E,population,34516.0
L7E,average_age,40.7
L7E,median_income,132000.0
L7G,population,48051.0
L7G,average_age,40.6
L7G,median_income,132000.0
L7J,population,13766.0
L7J,average_age,41.6
L7J,median_income,110000.0
L7K,population,8486.0
L7K,average_age,44.5
L7K,median_income,134000.0
L7L,population,47433.0
L7L,average_age,41.5
L7L,median_income,122000.0
L7M,population,48498.0
L7M,average_age,40.7
L7M,median_income,131000.0
L7N,population,13160.0
L7N,average_age,46.0
L7N,median_income,101000.0
L7P,population,29777.0
L7P,average_age,43.0
L7P,median_income,117000.0
L7R,population,17338.0
L7R,average_age,45.1
L7R,median_income,86000.0
L7S,population,12207.0
L7S,average_age,50.9
L7S,median_income,77000.0
L7T,population,18555.0
L7T,average_age,47.0
L7T,median_income,93000.0
L8B,population,25778.0
L8B,average_age,38.4
L8B,median_income,131000.0
L8E,population,41927.0
L8E,average_age,41.4
L8E,median_income,91000.0
L8G,population,21805.0
L8G,average_age,47.8
L8G,median_income,77000.0
L8H,population,26187.0
L8H,average_age,40.7
L8H,median_income,70000.0
L8J,population,29146.0
L8J,average_age,37.6
L8J,median_income,114000.0
L8K,population,32598.0
L8K,average_age,42.9
L8K,median_income,75000.0
L8L,population,32312.0
L8L,average_age,38.2
L8L,median_income,65000.0
L8M,population,13774.0
L8M,average_age,40.4
L8M,median_income,61200.0
L8N,population,15568.0
L8N,average_age,40.2
L8N,median_income,54800.0
L8P,population,24773.0
L8P,average_age,42.2
L8P,median_income,58000.0
L8R,population,11651.0
L8R,average_age,41.7
L8R,median_income,53600.0
L8S,population,15787.0
L8S,average_age,39.1
L8S,median_income,62800.0
L8T,population,19405.0
L8T,average_age,43.5
L8T,median_income,85000.0
L8V,population,21165.0
L8V,average_age,45.0
L8V,median_income,68500.0
L8W,population,26077.0
L8W,average_age,39.5
L8W,median_income,101000.0
L9A,population,25899.0
L9A,average_age,41.6
L9A,median_income,81000.0
L9B,population,25025.0
L9B,average_age,42.4
L9B,median_income,105000.0
L9C,population,41202.0
L9C,average_age,42.2
L9C,median_income,92000.0
L9E,population,16933.0
L9E,average_age,31.6
L9E,median_income,124000.0
L9G,population,25020.0
L9G,average_age,43.1
L9G,median_income,138000.0
L9H,population,31221.0
L9H,average_age,46.7
L9H,median_income,106000.0
L9J,population,2272.0
L9J,average_age,40.8
L9J,median_income,84000.0
L9K,population,15928.0
L9K,average_age,39.5
L9K,median_income,128000.0
L9L,population,14620.0
L9L,average_age,46.8
L9L,median_income,107000.0
L9M,population,16607.0
L9M,average_age,48.7
L9M,median_income,76000.0
L9N,population,21656.0
L9N,average_age,38.1
L9N,median_income,117000.0
L9P,population,17383.0
L9P,average_age,44.2
L9P,median_income,114000.0
L9R,population,25949.0
L9R,average_age,41.5
L9R,median_income,99000.0
L9S,population,33434.0
L9S,average_age,41.3
L9S,median_income,100000.0
L9T,population,110956.0
L9T,average_age,35.3
L9T,median_income,126000.0
L9V,population,17750.0
L9V,average_age,39.9
L9V,median_income,105000.0
L9W,population,48790.0
L9W,average_age,40.4
L9W,median_income,110000.0
L9X,population,12896.0
L9X,average_age,40.4
L9X,median_income,141000.0
L9Y,population,28925.0
L9Y,average_age,48.2
L9Y,median_income,85000.0
L9Z,population,24849.0
L9Z,average_age,50.4
L9Z,median_income,76000.0
M1B,population,65555.0
M1B,average_age,40.8
M1B,median_income,91000.0
M1C,population,35642.0
M1C,average_age,43.3
M1C,median_income,130000.0
M1E,population,48033.0
M1E,average_age,41.7
M1E,median_income,82000.0
M1G,population,30894.0
M1G,average_age,39.2
M1G,median_income,73500.0
M1H,population,23964.0
M1H,average_age,40.8
M1H,median_income,80000.0
M1J,population,37002.0
M1J,average_age,39.1
M1J,median_income,76500.0
M1K,population,48175.0
M1K,average_age,40.8
M1K,median_income,72500.0
M1L,population,35833.0
M1L,average_age,39.6
M1L,median_income,78000.0
M1M,population,23258.0
M1M,average_age,43.0
M1M,median_income,87000.0
M1N,population,22976.0
M1N,average_age,43.2
M1N,median_income,90000.0
M1P,population,45170.0
M1P,average_age,41.5
M1P,median_income,76000.0
M1R,population,30467.0
M1R,average_age,41.8
M1R,median_income,81000.0
M1S,population,37663.0
M1S,average_age,44.7
M1S,median_income,81000.0
M1T,population,34607.0
M1T,average_age,44.8
M1T,median_income,71500.0
M1V,population,50825.0
M1V,average_age,44.7
M1V,median_income,82000.0
M1W,population,47070.0
M1W,average_age,46.0
M1W,median_income,82000.0
M1X,population,14810.0
M1X,average_age,39.4
M1X,median_income,122000.0
M2H,population,23396.0
M2H,average_age,46.4
M2H,median_income,91000.0
M2J,population,61761.0
M2J,average_age,40.9
M2J,median_income,83000.0
M2K,population,25377.0
M2K,average_age,43.7
M2K,median_income,83000.0
M2L,population,11274.0
M2L,average_age,44.0
M2L,median_income,133000.0
M2M,population,31915.0
M2M,average_age,45.1
M2M,median_income,81000.0
M2N,population,75100.0
M2N,average_age,41.3
M2N,median_income,82000.0
M2P,population,7546.0
M2P,average_age,44.3
M2P,median_income,120000.0
M2R,population,40581.0
M2R,average_age,44.1
M2R,median_income,78000.0
M3A,population,34361.0
M3A,average_age,41.1
M3A,median_income,85000.0
M3B,population,12880.0
M3B,average_age,45.9
M3B,median_income,121000.0
M3C,population,39616.0
M3C,average_age,41.7
M3C,median_income,74500.0
M3H,population,38416.0
M3H,average_age,40.9
M3H,median_income,92000.0
M3J,population,26600.0
M3J,average_age,39.3
M3J,median_income,75500.0
M3K,population,7865.0
M3K,average_age,40.3
M3K,median_income,88000.0
M3L,population,19263.0
M3L,average_age,40.8
M3L,median_income,77500.0
M3M,population,24906.0
M3M,average_age,41.4
M3M,median_income,74000.0
M3N,population,40846.0
M3N,average_age,39.1
M3N,median_income,66500.0
M4A,population,14589.0
M4A,average_age,44.1
M4A,median_income,70500.0
M4B,population,18612.0
M4B,average_age,42.4
M4B,median_income,78000.0
M4C,population,46440.0
M4C,average_age,40.1
M4C,median_income,83000.0
M4E,population,25473.0
M4E,average_age,41.3
M4E,median_income,112000.0
M4G,population,19598.0
M4G,average_age,42.6
M4G,median_income,130000.0
M4H,population,18698.0
M4H,average_age,35.6
M4H,median_income,64500.0
M4J,population,35128.0
M4J,average_age,41.5
M4J,median_income,93000.0
M4K,population,30913.0
M4K,average_age,42.9
M4K,median_income,84000.0
M4L,population,32218.0
M4L,average_age,40.0
M4L,median_income,101000.0
M4M,population,25052.0
M4M,average_age,40.4
M4M,median_income,99000.0
M4N,population,16058.0
M4N,average_age,45.2
M4N,median_income,146000.0
M4P,population,25057.0
M4P,average_age,40.2
M4P,median_income,74500.0
M4R,population,11909.0
M4R,average_age,40.9
M4R,median_income,107000.0
M4S,population,30754.0
M4S,average_age,40.9
M4S,median_income,88000.0
M4T,population,10332.0
M4T,average_age,46.1
M4T,median_income,114000.0
M4V,population,19273.0
M4V,average_age,46.3
M4V,median_income,99000.0
M4W,population,15296.0
M4W,average_age,45.4
M4W,median_income,104000.0
M4X,population,19896.0
M4X,average_age,40.7
M4X,median_income,58800.0
M4Y,population,36319.0
M4Y,average_age,38.6
M4Y,median_income,62400.0
M5A,population,48978.0
M5A,average_age,39.6
M5A,median_income,71000.0
M5B,population,17422.0
M5B,average_age,36.7
M5B,median_income,58000.0
M5C,population,3149.0
M5C,average_age,40.3
M5C,median_income,89000.0
M5E,population,11779.0
M5E,average_age,39.8
M5E,median_income,98000.0
M5G,population,9751.0
M5G,average_age,34.2
M5G,median_income,67500.0
M5H,population,3248.0
M5H,average_age,35.2
M5H,median_income,90000.0
M5J,population,16879.0
M5J,average_age,39.1
M5J,median_income,94000.0
M5M,population,25495.0
M5M,average_age,40.7
M5M,median_income,164000.0
M5N,population,16154.0
M5N,average_age,41.5
M5N,median_income,110000.0
M5P,population,19791.0
M5P,average_age,44.4
M5P,median_income,99000.0
M5R,population,26197.0
M5R,average_age,45.5
M5R,median_income,86000.0
M5S,population,17074.0
M5S,average_age,40.0
M5S,median_income,70000.0
M5T,population,17903.0
M5T,average_age,41.7
M5T,median_income,61600.0
M5V,population,59912.0
M5V,average_age,34.6
M5V,median_income,91000.0
M6A,population,22380.0
M6A,average_age,39.7
M6A,median_income,72500.0
M6B,population,28534.0
M6B,average_age,42.4
M6B,median_income,86000.0
M6C,population,23997.0
M6C,average_age,41.3
M6C,median_income,91000.0
M6E,population,37684.0
M6E,average_age,41.9
M6E,median_income,82000.0
M6G,population,30600.0
M6G,average_age,43.0
M6G,median_income,91000.0
M6H,population,43730.0
M6H,average_age,41.0
M6H,median_income,83000.0
M6J,population,32111.0
M6J,average_age,40.3
M6J,median_income,90000.0
M6K,population,42110.0
M6K,average_age,39.6
M6K,median_income,72000.0
M6L,population,20156.0
M6L,average_age,42.6
M6L,median_income,74000.0
M6M,population,42148.0
M6M,average_age,40.6
M6M,median_income,71500.0
M6N,population,40252.0
M6N,average_age,41.4
M6N,median_income,75500.0
M6P,population,39870.0
M6P,average_age,40.8
M6P,median_income,86000.0
M6R,population,19349.0
M6R,average_age,39.9
M6R,median_income,104000.0
M6S,population,34029.0
M6S,average_age,41.2
M6S,median_income,108000.0
M7A,population,5.0
M7A,average_age,
M7A,median_income,
M8V,population,44144.0
M8V,average_age,42.3
M8V,median_income,79000.0
M8W,population,22381.0
M8W,average_age,42.0
M8W,median_income,95000.0
M8X,population,10624.0
M8X,average_age,47.8
M8X,median_income,139000.0
M8Y,population,21986.0
M8Y,average_age,41.4
M8Y,median_income,91000.0
M8Z,population,19312.0
M8Z,average_age,41.3
M8Z,median_income,111000.0
M9A,population,36642.0
M9A,average_age,43.8
M9A,median_income,93000.0
M9B,population,33236.0
M9B,average_age,42.0
M9B,median_income,108000.0
M9C,population,38725.0
M9C,average_age,44.9
M9C,median_income,95000.0
M9L,population,11737.0
M9L,average_age,42.3
M9L,median_income,81000.0
M9M,population,24245.0
M9M,average_age,39.2
M9M,median_income,82000.0
M9N,population,26059.0
M9N,average_age,40.2
M9N,median_income,69500.0
M9P,population,20645.0
M9P,average_age,44.6
M9P,median_income,91000.0
M9R,population,33783.0
M9R,average_age,41.7
M9R,median_income,82000.0
M9V,population,53878.0
M9V,average_age,39.2
M9V,median_income,82000.0
M9W,population,40977.0
M9W,average_age,40.7
M9W,median_income,85000.0
N0A,population,31957.0
N0A,average_age,46.4
N0A,median_income,88000.0
N0B,population,86919.0
N0B,average_age,41.3
N0B,median_income,120000.0
N0C,population,17537.0
N0C,average_age,42.2
N0C,median_income,85000.0
N0E,population,36557.0
N0E,average_age,43.6
N0E,median_income,92000.0
N0G,population,86935.0
N0G,average_age,41.1
N0G,median_income,83000.0
N0H,population,53674.0
N0H,average_age,47.6
N0H,median_income,86000.0
N0J,population,33457.0
N0J,average_age,38.8
N0J,median_income,97000.0
N0K,population,24817.0
N0K,average_age,39.7
N0K,median_income,90000.0
N0L,population,49817.0
N0L,average_age,42.3
N0L,median_income,100000.0
N0M,population,69177.0
N0M,average_age,43.9
N0M,median_income,91000.0
N0N,population,42297.0
N0N,average_age,43.5
N0N,median_income,96000.0
N0P,population,53140.0
N0P,average_age,43.7
N0P,median_income,80000.0
N0R,population,50203.0
N0R,average_age,41.6
N0R,median_income,107000.0
N1A,population,12614.0
N1A,average_age,44.5
N1A,median_income,77500.0
N1C,population,3678.0
N1C,average_age,40.5
N1C,median_income,153000.0
N1E,population,44799.0
N1E,average_age,39.7
N1E,median_income,96000.0
N1G,population,29688.0
N1G,average_age,40.7
N1G,median_income,98000.0
N1H,population,42178.0
N1H,average_age,42.3
N1H,median_income,77000.0
N1K,population,10908.0
N1K,average_age,39.0
N1K,median_income,110000.0
N1L,population,17474.0
N1L,average_age,36.8
N1L,median_income,114000.0
N1M,population,18498.0
N1M,average_age,42.3
N1M,median_income,95000.0
N1P,population,7991.0
N1P,average_age,35.7
N1P,median_income,118000.0
N1R,population,42928.0
N1R,average_age,41.9
N1R,median_income,77000.0
N1S,population,20171.0
N1S,average_age,42.5
N1S,median_income,95000.0
N1T,population,18513.0
N1T,average_age,37.5
N1T,median_income,124000.0
N2A,population,32454.0
N2A,average_age,39.9
N2A,median_income,96000.0
N2B,population,16939.0
N2B,average_age,42.8
N2B,median_income,81000.0
N2C,population,17681.0
N2C,average_age,40.3
N2C,median_income,70000.0
N2E,population,40428.0
N2E,average_age,37.7
N2E,median_income,93000.0
N2G,population,14580.0
N2G,average_age,42.2
N2G,median_income,62400.0
N2H,population,22456.0
N2H,average_age,41.1
N2H,median_income,73500.0
N2J,population,20899.0
N2J,average_age,41.7
N2J,median_income,74500.0
N2K,population,29381.0
N2K,average_age,39.8
N2K,median_income,120000.0
N2L,population,37953.0
N2L,average_age,37.4
N2L,median_income,69500.0
N2M,population,36494.0
N2M,average_age,39.2
N2M,median_income,71500.0
N2N,population,26596.0
N2N,average_age,39.9
N2N,median_income,108000.0
N2P,population,25040.0
N2P,average_age,37.0
N2P,median_income,110000.0
N2R,population,18445.0
N2R,average_age,32.3
N2R,median_income,116000.0
N2T,population,20634.0
N2T,average_age,40.2
N2T,median_income,127000.0
N2V,population,19428.0
N2V,average_age,37.9
N2V,median_income,126000.0
N2Z,population,12341.0
N2Z,average_age,44.9
N2Z,median_income,103000.0
N3A,population,17045.0
N3A,average_age,41.5
N3A,median_income,111000.0
N3B,population,13190.0
N3B,average_age,39.5
N3B,median_income,107000.0
N3C,population,27518.0
N3C,average_age,38.7
N3C,median_income,114000.0
N3E,population,2802.0
N3E,average_age,30.7
N3E,median_income,121000.0
N3H,population,24306.0
N3H,average_age,41.9
N3H,median_income,82000.0
N3L,population,17676.0
N3L,average_age,42.1
N3L,median_income,102000.0
N3P,population,8542.0
N3P,average_age,40.3
N3P,median_income,92000.0
N3R,population,35858.0
N3R,average_age,44.5
N3R,median_income,83000.0
N3S,population,27527.0
N3S,average_age,40.3
N3S,median_income,68500.0
N3T,population,37406.0
N3T,average_age,39.6
N3T,median_income,86000.0
N3V,population,1562.0
N3V,average_age,43.2
N3V,median_income,109000.0
N3W,population,15805.0
N3W,average_age,38.9
N3W,median_income,111000.0
N3Y,population,23402.0
N3Y,average_age,46.1
N3Y,median_income,77500.0
N4B,population,8223.0
N4B,average_age,43.6
N4B,median_income,78000.0
N4G,population,21519.0
N4G,average_age,45.8
N4G,median_income,75000.0
N4K,population,28975.0
N4K,average_age,46.4
N4K,median_income,69500.0
N4L,population,8337.0
N4L,average_age,49.1
N4L,median_income,74500.0
N4N,population,10341.0
N4N,average_age,46.6
N4N,median_income,73000.0
N4S,population,33055.0
N4S,average_age,42.6
N4S,median_income,78000.0
N4T,population,15161.0
N4T,average_age,39.1
N4T,median_income,98000.0
N4V,population,3477.0
N4V,average_age,43.7
N4V,median_income,87000.0
N4W,population,13311.0
N4W,average_age,39.8
N4W,median_income,84000.0
N4X,population,9946.0
N4X,average_age,45.0
N4X,median_income,89000.0
N4Z,population,2362.0
N4Z,average_age,40.7
N4Z,median_income,95000.0
N5A,population,32898.0
N5A,average_age,45.1
N5A,median_income,77000.0
N5C,population,15721.0
N5C,average_age,41.0
N5C,median_income,89000.0
N5H,population,15625.0
N5H,average_age,39.1
N5H,median_income,83000.0
N5L,population,3714.0
N5L,average_age,51.5
N5L,median_income,89000.0
N5P,population,21081.0
N5P,average_age,42.0
N5P,median_income,77500.0
N5R,population,30680.0
N5R,average_age,43.6
N5R,median_income,80000.0
N5V,population,32961.0
N5V,average_age,38.8
N5V,median_income,74500.0
N5W,population,24740.0
N5W,average_age,41.9
N5W,median_income,64500.0
N5X,population,36963.0
N5X,average_age,40.7
N5X,median_income,103000.0
N5Y,population,35934.0
N5Y,average_age,38.4
N5Y,median_income,63600.0
N5Z,population,24067.0
N5Z,average_age,40.6
N5Z,median_income,64500.0
N6A,population,13810.0
N6A,average_age,41.4
N6A,median_income,61200.0
N6B,population,11101.0
N6B,average_age,42.2
N6B,median_income,49200.0
N6C,population,30629.0
N6C,average_age,42.4
N6C,median_income,75500.0
N6E,population,28140.0
N6E,average_age,39.2
N6E,median_income,75000.0
N6G,population,50940.0
N6G,average_age,38.4
N6G,median_income,96000.0
N6H,population,44215.0
N6H,average_age,41.9
N6H,median_income,71000.0
N6J,population,27497.0
N6J,average_age,44.2
N6J,median_income,65000.0
N6K,population,37596.0
N6K,average_age,43.7
N6K,median_income,100000.0
N6L,population,5167.0
N6L,average_age,35.6
N6L,median_income,103000.0
N6M,population,8542.0
N6M,average_age,35.6
N6M,median_income,109000.0
N6N,population,728.0
N6N,average_age,45.9
N6N,median_income,95000.0
N6P,population,10943.0
N6P,average_age,40.3
N6P,median_income,119000.0
N7A,population,12495.0
N7A,average_age,49.3
N7A,median_income,74000.0
N7G,population,19921.0
N7G,average_age,43.6
N7G,median_income,85000.0
N7L,population,25127.0
N7L,average_age,45.4
N7L,median_income,68500.0
N7M,population,25579.0
N7M,average_age,43.2
N7M,median_income,71000.0
N7S,population,28410.0
N7S,average_age,42.7
N7S,median_income,93000.0
N7T,population,26033.0
N7T,average_age,44.2
N7T,median_income,58400.0
N7V,population,11611.0
N7V,average_age,48.1
N7V,median_income,83000.0
N7W,population,2578.0
N7W,average_age,59.1
N7W,median_income,81000.0
N7X,population,1129.0
N7X,average_age,49.0
N7X,median_income,142000.0
N8A,population,12624.0
N8A,average_age,45.0
N8A,median_income,64500.0
N8H,population,27530.0
N8H,average_age,42.1
N8H,median_income,78000.0
N8M,population,11819.0
N8M,average_age,42.9
N8M,median_income,88000.0
N8N,population,24534.0
N8N,average_age,44.8
N8N,median_income,108000.0
N8P,population,14603.0
N8P,average_age,44.3
N8P,median_income,100000.0
N8R,population,12733.0
N8R,average_age,40.7
N8R,median_income,92000.0
N8S,population,22354.0
N8S,average_age,45.4
N8S,median_income,72500.0
N8T,population,17935.0
N8T,average_age,42.1
N8T,median_income,60800.0
N8W,population,24057.0
N8W,average_age,41.4
N8W,median_income,80000.0
N8X,population,16457.0
N8X,average_age,40.5
N8X,median_income,60000.0
N8Y,population,19254.0
N8Y,average_age,43.0
N8Y,median_income,62800.0
N9A,population,26107.0
N9A,average_age,41.2
N9A,median_income,45200.0
N9B,population,19613.0
N9B,average_age,36.1
N9B,median_income,59600.0
N9C,population,12538.0
N9C,average_age,37.4
N9C,median_income,54000.0
N9E,population,21465.0
N9E,average_age,41.7
N9E,median_income,103000.0
N9G,population,20712.0
N9G,average_age,40.6
N9G,median_income,111000.0
N9H,population,13173.0
N9H,average_age,44.1
N9H,median_income,117000.0
N9J,population,20089.0
N9J,average_age,41.2
N9J,median_income,119000.0
N9K,population,2757.0
N9K,average_age,40.0
N9K,median_income,136000.0
N9V,population,21688.0
N9V,average_age,43.5
N9V,median_income,97000.0
N9Y,population,15836.0
N9Y,average_age,45.1
N9Y,median_income,90000.0
P0A,population,17822.0
P0A,average_age,50.3
P0A,median_income,68000.0
P0B,population,9589.0
P0B,average_age,47.7
P0B,median_income,90000.0
P0C,population,4824.0
P0C,average_age,49.9
P0C,median_income,78500.0
P0E,population,3606.0
P0E,average_age,48.7
P0E,median_income,83000.0
P0G,population,3553.0
P0G,average_age,51.0
P0G,median_income,72000.0
P0H,population,31909.0
P0H,average_age,46.4
P0H,median_income,80000.0
P0J,population,20179.0
P0J,average_age,44.9
P0J,median_income,72500.0
P0K,population,11456.0
P0K,average_age,45.3
P0K,median_income,75000.0
P0L,population,22859.0
P0L,average_age,41.2
P0L,median_income,77500.0
P0M,population,49727.0
P0M,average_age,44.3
P0M,median_income,86000.0
P0N,population,9435.0
P0N,average_age,40.3
P0N,median_income,90000.0
P0P,population,20285.0
P0P,average_age,46.0
P0P,median_income,64000.0
P0R,population,12976.0
P0R,average_age,48.4
P0R,median_income,68500.0
P0S,population,10170.0
P0S,average_age,45.2
P0S,median_income,85000.0
P0T,population,32000.0
P0T,average_age,43.0
P0T,median_income,77000.0
P0V,population,22944.0
P0V,average_age,33.7
P0V,median_income,71500.0
P0W,population,6454.0
P0W,average_age,41.3
P0W,median_income,76500.0
P0X,population,8410.0
P0X,average_age,42.3
P0X,median_income,75500.0
P0Y,population,96.0
P0Y,average_age,65.5
P0Y,median_income,
P1A,population,16959.0
P1A,average_age,43.9
P1A,median_income,74000.0
P1B,population,33113.0
P1B,average_age,44.1
P1B,median_income,66000.0
P1C,population,3371.0
P1C,average_age,40.9
P1C,median_income,153000.0
P1H,population,18099.0
P1H,average_age,47.4
P1H,median_income,82000.0
P1L,population,17984.0
P1L,average_age,47.5
P1L,median_income,86000.0
P1P,population,11083.0
P1P,average_age,49.5
P1P,median_income,72500.0
P2A,population,14695.0
P2A,average_age,49.1
P2A,median_income,73500.0
P2B,population,9754.0
P2B,average_age,47.0
P2B,median_income,66000.0
P2N,population,6944.0
P2N,average_age,44.4
P2N,median_income,60800.0
P3A,population,24326.0
P3A,average_age,44.6
P3A,median_income,83000.0
P3B,population,16434.0
P3B,average_age,41.2
P3B,median_income,66500.0
P3C,population,17596.0
P3C,average_age,40.7
P3C,median_income,54000.0
P3E,population,29132.0
P3E,average_age,45.1
P3E,median_income,85000.0
P3G,population,4167.0
P3G,average_age,43.6
P3G,median_income,128000.0
P3L,population,7996.0
P3L,average_age,40.5
P3L,median_income,102000.0
P3N,population,7980.0
P3N,average_age,42.5
P3N,median_income,107000.0
P3P,population,15408.0
P3P,average_age,40.9
P3P,median_income,109000.0
P3Y,population,7757.0
P3Y,average_age,43.0
P3Y,median_income,113000.0
P4N,population,24098.0
P4N,average_age,42.7
P4N,median_income,73500.0
P4P,population,3232.0
P4P,average_age,39.5
P4P,median_income,101000.0
P4R,population,4795.0
P4R,average_age,41.8
P4R,median_income,116000.0
P5A,population,11372.0
P5A,average_age,53.4
P5A,median_income,50000.0
P5E,population,5427.0
P5E,average_age,46.2
P5E,median_income,78500.0
P5N,population,8260.0
P5N,average_age,45.4
P5N,median_income,69000.0
P6A,population,33800.0
P6A,average_age,45.1
P6A,median_income,78000.0
P6B,population,22754.0
P6B,average_age,46.4
P6B,median_income,69000.0
P6C,population,18766.0
P6C,average_age,44.5
P6C,median_income,71500.0
P7A,population,28587.0
P7A,average_age,45.5
P7A,median_income,78500.0
P7B,population,22675.0
P7B,average_age,42.8
P7B,median_income,70000.0
P7C,population,21695.0
P7C,average_age,43.1
P7C,median_income,72500.0
P7E,population,20897.0
P7E,average_age,44.1
P7E,median_income,68500.0
P7G,population,13238.0
P7G,average_age,42.5
P7G,median_income,117000.0
P7J,population,4859.0
P7J,average_age,42.0
P7J,median_income,114000.0
P7K,population,6801.0
P7K,average_age,45.2
